Date as of,Start Date,End Date,State,County name,FIPS County Code,Urban Rural Code,Deaths involving COVID-19,Deaths from All Causes
01/27/2021,01/01/2020,01/23/2021,WA,Whatcom County,53073,Small metro,67,1978
01/27/2021,01/01/2020,01/23/2021,WA,Whitman County,53075,Micropolitan,27,285
01/27/2021,01/01/2020,01/23/2021,WA,Yakima County,53077,Small metro,290,2363
01/27/2021,01/01/2020,01/23/2021,WI,Ashland County,55003,Noncore,18,183
01/27/2021,01/01/2020,01/23/2021,WI,Barron County,55005,Noncore,47,505
01/27/2021,01/01/2020,01/23/2021,WI,Brown County,55009,Medium metro,376,3183
01/27/2021,01/01/2020,01/23/2021,WI,Burnett County,55013,Noncore,11,132
01/27/2021,01/01/2020,01/23/2021,WI,Calumet County,55015,Small metro,20,294
01/27/2021,01/01/2020,01/23/2021,WI,Chippewa County,55017,Small metro,50,542
01/27/2021,01/01/2020,01/23/2021,WI,Clark County,55019,Noncore,30,291
01/27/2021,01/01/2020,01/23/2021,WI,Columbia County,55021,Medium metro,33,555
01/27/2021,01/01/2020,01/23/2021,WI,Dane County,55025,Medium metro,373,5134
01/27/2021,01/01/2020,01/23/2021,WI,Dodge County,55027,Micropolitan,143,1078
01/27/2021,01/01/2020,01/23/2021,WI,Door County,55029,Noncore,16,313
01/27/2021,01/01/2020,01/23/2021,WI,Douglas County,55031,Medium metro,45,359
01/27/2021,01/01/2020,01/23/2021,WI,Dunn County,55033,Micropolitan,16,286
01/27/2021,01/01/2020,01/23/2021,WI,Eau Claire County,55035,Small metro,149,1463
01/27/2021,01/01/2020,01/23/2021,WI,Fond du Lac County,55039,Small metro,112,1170
01/27/2021,01/01/2020,01/23/2021,WI,Grant County,55043,Micropolitan,54,486
01/27/2021,01/01/2020,01/23/2021,WI,Green County,55045,Medium metro,14,387
01/27/2021,01/01/2020,01/23/2021,WI,Green Lake County,55047,Noncore,14,236
01/27/2021,01/01/2020,01/23/2021,WI,Iowa County,55049,Medium metro,11,195
01/27/2021,01/01/2020,01/23/2021,WI,Iron County,55051,Noncore,28,89
01/27/2021,01/01/2020,01/23/2021,WI,Jefferson County,55055,Micropolitan,53,748
01/27/2021,01/01/2020,01/23/2021,WI,Kenosha County,55059,Large fringe metro,269,1813
01/27/2021,01/01/2020,01/23/2021,WI,Kewaunee County,55061,Medium metro,18,154
01/27/2021,01/01/2020,01/23/2021,WI,La Crosse County,55063,Small metro,154,1711
01/27/2021,01/01/2020,01/23/2021,WI,Langlade County,55067,Noncore,29,224
01/27/2021,01/01/2020,01/23/2021,WI,Lincoln County,55069,Micropolitan,49,344
01/27/2021,01/01/2020,01/23/2021,WI,Manitowoc County,55071,Micropolitan,53,864
01/27/2021,01/01/2020,01/23/2021,WI,Marathon County,55073,Small metro,259,1820
01/27/2021,01/01/2020,01/23/2021,WI,Marinette County,55075,Micropolitan,64,571
01/27/2021,01/01/2020,01/23/2021,WI,Marquette County,55077,Noncore,12,153
01/27/2021,01/01/2020,01/23/2021,WI,Milwaukee County,55079,Large central metro,1076,11297
01/27/2021,01/01/2020,01/23/2021,WI,Monroe County,55081,Noncore,24,452
01/27/2021,01/01/2020,01/23/2021,WI,Oconto County,55083,Medium metro,22,332
01/27/2021,01/01/2020,01/23/2021,WI,Oneida County,55085,Noncore,49,573
01/27/2021,01/01/2020,01/23/2021,WI,Outagamie County,55087,Small metro,253,1998
01/27/2021,01/01/2020,01/23/2021,WI,Ozaukee County,55089,Large fringe metro,158,1286
01/27/2021,01/01/2020,01/23/2021,WI,Pierce County,55093,Large fringe metro,23,254
01/27/2021,01/01/2020,01/23/2021,WI,Polk County,55095,Noncore,20,418
01/27/2021,01/01/2020,01/23/2021,WI,Portage County,55097,Micropolitan,47,523
01/27/2021,01/01/2020,01/23/2021,WI,Racine County,55101,Small metro,226,1975
01/27/2021,01/01/2020,01/23/2021,WI,Rock County,55105,Small metro,141,1889
01/27/2021,01/01/2020,01/23/2021,WI,Rusk County,55107,Noncore,11,145
01/27/2021,01/01/2020,01/23/2021,WI,St. Croix County,55109,Large fringe metro,30,667
01/27/2021,01/01/2020,01/23/2021,WI,Sauk County,55111,Micropolitan,37,657
01/27/2021,01/01/2020,01/23/2021,WI,Sawyer County,55113,Noncore,13,217
01/27/2021,01/01/2020,01/23/2021,WI,Shawano County,55115,Micropolitan,51,448
01/27/2021,01/01/2020,01/23/2021,WI,Sheboygan County,55117,Small metro,153,1354
01/27/2021,01/01/2020,01/23/2021,WI,Taylor County,55119,Noncore,30,176
01/27/2021,01/01/2020,01/23/2021,WI,Trempealeau County,55121,Noncore,27,251
01/27/2021,01/01/2020,01/23/2021,WI,Vernon County,55123,Noncore,29,321
01/27/2021,01/01/2020,01/23/2021,WI,Vilas County,55125,Noncore,13,208
01/27/2021,01/01/2020,01/23/2021,WI,Walworth County,55127,Micropolitan,100,979
01/27/2021,01/01/2020,01/23/2021,WI,Washburn County,55129,Noncore,11,204
01/27/2021,01/01/2020,01/23/2021,WI,Washington County,55131,Large fringe metro,78,1211
01/27/2021,01/01/2020,01/23/2021,WI,Waukesha County,55133,Large fringe metro,502,4200
01/27/2021,01/01/2020,01/23/2021,WI,Waupaca County,55135,Noncore,105,690
01/27/2021,01/01/2020,01/23/2021,WI,Winnebago County,55139,Small metro,198,2006
01/27/2021,01/01/2020,01/23/2021,WI,Wood County,55141,Micropolitan,117,1380
01/27/2021,01/01/2020,01/23/2021,WV,Berkeley County,54003,Medium metro,42,989
01/27/2021,01/01/2020,01/23/2021,WV,Brooke County,54009,Small metro,50,419
01/27/2021,01/01/2020,01/23/2021,WV,Cabell County,54011,Medium metro,132,2078
01/27/2021,01/01/2020,01/23/2021,WV,Fayette County,54019,Small metro,10,352
01/27/2021,01/01/2020,01/23/2021,WV,Greenbrier County,54025,Noncore,25,464
01/27/2021,01/01/2020,01/23/2021,WV,Harrison County,54033,Micropolitan,41,961
01/27/2021,01/01/2020,01/23/2021,WV,Jackson County,54035,Noncore,13,222
01/27/2021,01/01/2020,01/23/2021,WV,Jefferson County,54037,Large fringe metro,13,568
01/27/2021,01/01/2020,01/23/2021,WV,Kanawha County,54039,Small metro,246,3350
01/27/2021,01/01/2020,01/23/2021,WV,Logan County,54045,Micropolitan,34,423
01/27/2021,01/01/2020,01/23/2021,WV,Marshall County,54051,Small metro,38,299
01/27/2021,01/01/2020,01/23/2021,WV,Mercer County,54055,Micropolitan,43,801
01/27/2021,01/01/2020,01/23/2021,WV,Mineral County,54057,Small metro,18,194
01/27/2021,01/01/2020,01/23/2021,WV,Monongalia County,54061,Small metro,125,1786
01/27/2021,01/01/2020,01/23/2021,WV,Ohio County,54069,Small metro,103,1068
01/27/2021,01/01/2020,01/23/2021,WV,Preston County,54077,Small metro,15,273
01/27/2021,01/01/2020,01/23/2021,WV,Putnam County,54079,Medium metro,37,425
01/27/2021,01/01/2020,01/23/2021,WV,Raleigh County,54081,Small metro,32,1321
01/27/2021,01/01/2020,01/23/2021,WV,Wayne County,54099,Medium metro,14,261
01/27/2021,01/01/2020,01/23/2021,WV,Wood County,54107,Small metro,41,1035
01/27/2021,01/01/2020,01/23/2021,WY,Big Horn County,56003,Noncore,16,122
01/27/2021,01/01/2020,01/23/2021,WY,Campbell County,56005,Micropolitan,30,318
01/27/2021,01/01/2020,01/23/2021,WY,Converse County,56009,Noncore,12,117
01/27/2021,01/01/2020,01/23/2021,WY,Fremont County,56013,Micropolitan,39,439
01/27/2021,01/01/2020,01/23/2021,WY,Goshen County,56015,Noncore,15,153
01/27/2021,01/01/2020,01/23/2021,WY,Laramie County,56021,Small metro,75,996
01/27/2021,01/01/2020,01/23/2021,WY,Natrona County,56025,Small metro,128,1060
01/27/2021,01/01/2020,01/23/2021,WY,Park County,56029,Noncore,13,301
01/27/2021,01/01/2020,01/23/2021,WY,Sheridan County,56033,Micropolitan,18,307
01/27/2021,01/01/2020,01/23/2021,WY,Sweetwater County,56037,Micropolitan,21,355
01/27/2021,01/01/2020,01/23/2021,WY,Washakie County,56043,Noncore,18,91
